backend-1  | 20260914 02:11:28.480798 UTC 20 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
backend-1  | 20260914 02:11:36.544166 UTC 22 ERROR ERROR:  phase12 injected rollback
backend-1  | CONTEXT:  PL/pgSQL function phase12_fault() line 1 at RAISE
backend-1  |  - PgBatchConnection.cc:535
backend-1  | 20260914 02:11:36.544302 UTC 22 ERROR REFUND_INVARIANT stage=refund_update refund=RFD-6baeced5-6da3-4676-ac1e-b91213d2e387 - RefundLifecycleService.cpp:42
backend-1  | 20260914 02:11:36.544314 UTC 22 ERROR Payment reconciliation failures=1 - PaymentReconciliationWorker.cpp:37
backend-1  | 20260914 02:11:36.544567 UTC 22 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
backend-1  | 20260914 02:11:36.544580 UTC 22 ERROR Transaction roll back error - TransactionImpl.cc:175
backend-1  | 20260914 02:11:42.621084 UTC 20 ERROR ERROR:  phase12 injected rollback
backend-1  | CONTEXT:  PL/pgSQL function phase12_fault() line 1 at RAISE
backend-1  |  - PgBatchConnection.cc:535
backend-1  | 20260914 02:11:42.621155 UTC 20 ERROR REFUND_INVARIANT stage=order_update refund=RFD-d80f0053-80e7-4ddd-8cfb-87c7a3baba4b - RefundLifecycleService.cpp:42
backend-1  | 20260914 02:11:42.621160 UTC 20 ERROR Payment reconciliation failures=1 - PaymentReconciliationWorker.cpp:37
backend-1  | 20260914 02:11:42.621367 UTC 20 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
backend-1  | 20260914 02:11:42.621380 UTC 20 ERROR Transaction roll back error - TransactionImpl.cc:175
backend-1  | 20260914 02:11:48.692962 UTC 20 ERROR ERROR:  phase12 injected rollback
backend-1  | CONTEXT:  PL/pgSQL function phase12_fault() line 1 at RAISE
backend-1  |  - PgBatchConnection.cc:535
backend-1  | 20260914 02:11:48.693017 UTC 20 ERROR REFUND_INVARIANT stage=reservation_update refund=RFD-7d23e2cc-01e7-4c5e-8629-f01aa0d99af9 - RefundLifecycleService.cpp:42
backend-1  | 20260914 02:11:48.693024 UTC 20 ERROR Payment reconciliation failures=1 - PaymentReconciliationWorker.cpp:37
backend-1  | 20260914 02:11:48.693246 UTC 20 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
backend-1  | 20260914 02:11:48.693260 UTC 20 ERROR Transaction roll back error - TransactionImpl.cc:175
backend-1  | 20260914 02:11:56.766869 UTC 22 ERROR ERROR:  phase12 injected rollback
backend-1  | CONTEXT:  PL/pgSQL function phase12_fault() line 1 at RAISE
backend-1  |  - PgBatchConnection.cc:535
backend-1  | 20260914 02:11:56.766926 UTC 22 ERROR REFUND_INVARIANT stage=seat_update refund=RFD-00afc878-6f8d-4db2-a34e-76c5baac982e - RefundLifecycleService.cpp:42
backend-1  | 20260914 02:11:56.766932 UTC 22 ERROR Payment reconciliation failures=1 - PaymentReconciliationWorker.cpp:37
backend-1  | 20260914 02:11:56.767041 UTC 22 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
backend-1  | 20260914 02:11:56.767062 UTC 22 ERROR Transaction roll back error - TransactionImpl.cc:175
backend-1  | 20260914 02:12:02.857510 UTC 21 ERROR ERROR:  phase12 injected rollback
backend-1  | CONTEXT:  PL/pgSQL function phase12_fault() line 1 at RAISE
backend-1  |  - PgBatchConnection.cc:535
backend-1  | 20260914 02:12:02.857575 UTC 21 ERROR REFUND_INVARIANT stage=notification refund=RFD-e6efa160-0492-4136-8e1c-355deab2ee35 - RefundLifecycleService.cpp:42
backend-1  | 20260914 02:12:02.857583 UTC 21 ERROR Payment reconciliation failures=1 - PaymentReconciliationWorker.cpp:37
backend-1  | 20260914 02:12:02.857728 UTC 21 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
backend-1  | 20260914 02:12:02.857740 UTC 21 ERROR Transaction roll back error - TransactionImpl.cc:175
backend-1  | 20260914 02:12:22.962619 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_EXTERNAL_REFUND_CONFLICT refund=RFD-161c6fc1-ea4d-479c-8dea-57a5fd7713c8 - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:12:31.022618 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_EXTERNAL_REFUND_CONFLICT refund=RFD-bc00c955-84c2-40ba-a3e9-36aff260f919 - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:12:39.085323 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_IDEMPOTENCY_CONFLICT refund=RFD-54527aff-9477-4dd3-899b-e457892e7c39 - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:12:55.257167 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_OPERATIONAL refund=RFD-1f755710-7af4-4d44-9ba3-6078b0006528 - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:13:03.325291 UTC 1 ERROR REFUND_PROVIDER_BLOCKED code=STRIPE_OPERATIONAL refund=RFD-ec51a55d-37fc-4908-b030-26994d05e12e - PaymentReconciliationService.cpp:243
backend-1  | 20260914 02:13:39.693279 UTC 20 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
backend-1  | 20260914 02:13:40.688132 UTC 20 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
backend-1  | 20260914 02:14:05.871298 UTC 20 INFO  REFUND_FENCED_BEFORE_RIGHTS refund=RFD-177ba806-4766-4572-9886-0a2a69de9113 - RefundLifecycleService.cpp:94
backend-1  | 20260914 02:14:05.871498 UTC 20 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
backend-1  | 20260914 02:14:11.229496 UTC 20 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
backend-1  | 20260914 02:14:11.715549 UTC 21 ERROR REFUND_ACCEPTED_PAYMENT_INVARIANT - RefundService.cpp:108
backend-1  | 20260914 02:14:11.715919 UTC 21 DEBUG [operator()] Transaction roll back! - TransactionImpl.cc:169
